hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,total_stay,room_mismatch
Resort Hotel,1,246,2015,September,36,5,2,5,2,0,0,BB,Unknown,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,96,0,0,Transient-Party,58.95,0,0,Canceled,2015-06-17,Stephanie Leonard,Leonard_Stephanie89@att.com,767-983-7042,************7532,7,False
Resort Hotel,1,246,2015,September,36,5,2,5,2,0,0,BB,Unknown,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,96,0,0,Transient-Party,58.95,0,0,Canceled,2015-06-17,Bruce Patrick,Bruce_Patrick@aol.com,280-759-4036,************6177,7,False
Resort Hotel,1,246,2015,September,36,5,2,5,2,0,0,BB,Unknown,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,96,0,0,Transient-Party,58.95,0,0,Canceled,2015-06-17,William Richardson,WRichardson@zoho.com,343-324-5828,************8303,7,False
Resort Hotel,1,246,2015,September,36,5,2,5,2,0,0,BB,Unknown,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,96,0,0,Transient-Party,58.95,0,0,Canceled,2015-06-17,Justin Stone,Justin_S@verizon.com,516-394-1611,************1431,7,False
Resort Hotel,1,246,2015,September,36,5,2,5,2,0,0,BB,Unknown,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,96,0,0,Transient-Party,58.95,0,0,Canceled,2015-06-17,Tiffany Farmer,TiffanyFarmer@comcast.net,961-459-6735,************3067,7,False
Resort Hotel,1,246,2015,September,36,5,2,5,2,0,0,BB,Unknown,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,96,0,0,Transient-Party,58.95,0,0,Canceled,2015-06-17,Victoria Singh,Singh_Victoria@hotmail.com,952-823-4388,************9905,7,False
Resort Hotel,1,246,2015,September,36,5,2,5,2,0,0,BB,Unknown,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,96,0,0,Transient-Party,58.95,0,0,Canceled,2015-06-17,Sarah Austin,Austin_Sarah@comcast.net,458-740-4406,************3446,7,False
Resort Hotel,1,246,2015,September,36,5,2,5,2,0,0,BB,Unknown,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,96,0,0,Transient-Party,58.95,0,0,Canceled,2015-06-17,Eric Martinez,Eric_M70@hotmail.com,570-545-7541,************5628,7,False
Resort Hotel,1,246,2015,September,36,5,2,5,2,0,0,BB,Unknown,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,96,0,0,Transient-Party,58.95,0,0,Canceled,2015-06-17,Melissa Mitchell,MMitchell@yahoo.com,520-215-2769,************1450,7,False
Resort Hotel,1,253,2015,September,37,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,58.95,0,0,Canceled,2015-06-17,Kelly Robinson,KRobinson69@yandex.com,368-110-9811,************5929,7,False
Resort Hotel,1,253,2015,September,37,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,58.95,0,0,Canceled,2015-06-17,Scott Carter,Scott_Carter@mail.com,654-101-4602,************2179,7,False
Resort Hotel,1,253,2015,September,37,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,58.95,0,0,Canceled,2015-06-17,Eric Guzman,Guzman_Eric@att.com,592-666-3833,************2323,7,False
Resort Hotel,1,253,2015,September,37,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,58.95,0,0,Canceled,2015-06-17,Bryan Lester,Bryan_Lester@verizon.com,222-476-8348,************8270,7,False
Resort Hotel,1,253,2015,September,37,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,58.95,0,0,Canceled,2015-06-17,Edwin Brewer,Edwin.B@gmail.com,449-782-7281,************3831,7,False
Resort Hotel,1,253,2015,September,37,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,58.95,0,0,Canceled,2015-06-17,Shannon Gonzalez,Gonzalez_Shannon80@protonmail.com,293-547-9984,************6266,7,False
Resort Hotel,1,253,2015,September,37,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,58.95,0,0,Canceled,2015-06-17,Jose Harmon,Jose_H@verizon.com,540-495-2716,************1399,7,False
Resort Hotel,1,253,2015,September,37,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,58.95,0,0,Canceled,2015-06-17,Brian Aguilar,BrianAguilar@comcast.net,425-482-1760,************7439,7,False
Resort Hotel,1,253,2015,September,37,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,58.95,0,0,Canceled,2015-06-17,Rhonda Rubio,RRubio@verizon.com,411-276-9297,************1425,7,False
Resort Hotel,1,253,2015,September,37,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,58.95,0,0,Canceled,2015-06-17,Stephanie Kelly,Stephanie_Kelly54@zoho.com,525-022-6164,************1988,7,False
Resort Hotel,1,253,2015,September,37,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,58.95,0,0,Canceled,2015-06-17,Holly Cooper,HCooper@yandex.com,878-893-0204,************5265,7,False
Resort Hotel,1,253,2015,September,37,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,58.95,0,0,Canceled,2015-06-17,James Ray,JRay@verizon.com,246-834-7079,************6934,7,False
Resort Hotel,1,253,2015,September,37,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,58.95,0,0,Canceled,2015-06-17,Richard Price,Richard.P@zoho.com,501-039-0431,************5426,7,False
Resort Hotel,1,260,2015,September,38,19,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Jack Bowers,Bowers.Jack21@hotmail.com,207-486-6563,************1372,7,False
Resort Hotel,1,260,2015,September,38,19,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,William Medina,William.Medina@yahoo.com,129-833-5237,************6512,7,False
Resort Hotel,1,260,2015,September,38,19,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Jordan Williams,Jordan_W95@comcast.net,255-248-7474,************1288,7,False
Resort Hotel,1,260,2015,September,38,19,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Rhonda Hoover,Hoover_Rhonda@yahoo.com,831-942-4369,************5292,7,False
Resort Hotel,1,260,2015,September,38,19,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Roger Morgan,RogerMorgan@aol.com,353-929-0684,************9670,7,False
Resort Hotel,1,260,2015,September,38,19,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Jane Atkins,JaneAtkins@att.com,442-443-5326,************5689,7,False
Resort Hotel,1,260,2015,September,38,19,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Kristin Garcia,Kristin.G86@outlook.com,174-810-5794,************7213,7,False
Resort Hotel,1,267,2015,September,39,26,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Gary Hutchinson,GaryHutchinson@comcast.net,972-988-6550,************7118,7,False
Resort Hotel,1,267,2015,September,39,26,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Alyssa Serrano,Alyssa.S@mail.com,534-781-6783,************4987,7,False
Resort Hotel,1,267,2015,September,39,26,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Phillip Ochoa,Phillip.Ochoa@aol.com,239-450-1384,************9253,7,False
Resort Hotel,1,267,2015,September,39,26,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Marie Becker,MarieBecker@aol.com,574-850-8276,************2159,7,False
Resort Hotel,1,267,2015,September,39,26,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Alexander Smith,Alexander_Smith@yandex.com,625-691-4986,************4740,7,False
Resort Hotel,1,267,2015,September,39,26,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Eric Miller,Miller_Eric@gmail.com,875-646-5692,************7685,7,False
Resort Hotel,1,267,2015,September,39,26,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Roger Watkins,RogerWatkins@verizon.com,578-067-7289,************4305,7,False
Resort Hotel,1,267,2015,September,39,26,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Angel Fitzgerald,Angel_Fitzgerald65@verizon.com,523-654-0176,************7159,7,False
Resort Hotel,1,267,2015,September,39,26,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Nicholas Fuller,NFuller96@xfinity.com,955-707-1430,************4235,7,False
Resort Hotel,1,267,2015,September,39,26,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Timothy Hamilton,Timothy.H@aol.com,350-627-7876,************5304,7,False
Resort Hotel,1,267,2015,September,39,26,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Dennis Lewis,DennisLewis64@att.com,175-707-1361,************3757,7,False
Resort Hotel,1,267,2015,September,39,26,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Larry Kennedy,LKennedy20@hotmail.com,820-427-7009,************8278,7,False
Resort Hotel,1,267,2015,September,39,26,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,54.99,0,0,Canceled,2015-06-17,Travis Potts MD,Travis_M@yahoo.com,613-333-7294,************4154,7,False
Resort Hotel,1,274,2015,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,36.05,0,0,Canceled,2015-06-17,Emily Nixon,Nixon_Emily12@comcast.net,303-307-9560,************2801,7,False
Resort Hotel,1,274,2015,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,36.05,0,0,Canceled,2015-06-17,Robert Cummings,Cummings_Robert@comcast.net,373-655-7325,************1269,7,False
Resort Hotel,1,274,2015,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,36.05,0,0,Canceled,2015-06-17,Johnny Reed,Johnny.Reed63@comcast.net,185-290-9134,************4515,7,False
Resort Hotel,1,274,2015,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,36.05,0,0,Canceled,2015-06-17,Stephanie Callahan,Stephanie_C88@verizon.com,281-936-1697,************7748,7,False
Resort Hotel,1,274,2015,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,36.05,0,0,Canceled,2015-06-17,Dr. Charles Chan,Dr._C@zoho.com,981-337-2918,************9974,7,False
Resort Hotel,1,274,2015,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,36.05,0,0,Canceled,2015-06-17,Kelly Lewis,Kelly.L@hotmail.com,857-476-6312,************1137,7,False
Resort Hotel,1,274,2015,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,0,0,Transient,36.05,0,0,Canceled,2015-06-17,Ruben Meyer,Ruben.M@mail.com,341-192-0617,************2834,7,False
Resort Hotel,0,241,2017,May,21,22,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,1,D,D,1,No Deposit,243,0,0,Contract,71.2,0,3,Check-Out,2017-06-01,Erica Butler,Butler_Erica@protonmail.com,702-009-8383,************6173,10,False
Resort Hotel,1,196,2015,July,29,16,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,0,0,Transient,164.0,0,0,Canceled,2015-06-18,Abigail Garcia,Abigail.Garcia@yandex.com,268-168-5906,************7767,3,False
Resort Hotel,1,160,2015,August,32,3,1,3,2,0,0,BB,PRT,Direct,Direct,0,1,0,F,F,0,No Deposit,250,0,0,Transient,164.15,0,1,Canceled,2015-06-18,Chad Barrett,Chad.Barrett@mail.com,566-659-6248,************4225,4,False
Resort Hotel,1,186,2015,July,28,7,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,E,E,0,No Deposit,143,0,0,Contract,82.88,0,0,Canceled,2015-06-19,Jack Suarez,JSuarez@outlook.com,309-522-9704,************1880,14,False
Resort Hotel,0,99,2016,June,23,1,4,10,2,0,0,BB,PRT,Direct,Direct,1,0,1,E,E,0,No Deposit,0,0,0,Transient,119.76,1,2,Check-Out,2016-06-15,Rhonda Smith,Rhonda.S81@verizon.com,499-964-6038,************4292,14,False
Resort Hotel,0,178,2017,June,23,9,4,11,2,0,0,BB,PRT,Direct,Direct,1,0,2,E,E,0,No Deposit,0,0,0,Transient,134.0,1,3,Check-Out,2017-06-24,Elaine Brown,Elaine_Brown@zoho.com,784-581-3240,************6901,15,False
Resort Hotel,0,67,2016,November,47,18,1,2,1,0,0,HB,GBR,Groups,TA/TO,1,0,1,A,F,1,No Deposit,411,0,0,Group,45.0,0,0,Check-Out,2016-11-21,Ellen Noble,Ellen_Noble@xfinity.com,627-069-1655,************3982,3,True
Resort Hotel,1,152,2015,July,30,21,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,E,1,No Deposit,240,0,0,Transient,166.0,0,1,Canceled,2015-06-22,Paul Montgomery,Montgomery.Paul@comcast.net,364-579-1156,************8862,8,False
Resort Hotel,0,48,2016,October,44,29,2,5,1,0,0,BB,IRL,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,240,0,0,Transient-Party,42.14,0,1,Check-Out,2016-11-05,Adam Romero,Adam.R@hotmail.com,422-083-6327,************9926,7,False
Resort Hotel,0,321,2017,June,25,22,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,1,D,D,0,No Deposit,243,0,0,Group,84.8,0,1,Check-Out,2017-07-06,Christopher Alvarez,Christopher_Alvarez@aol.com,966-669-6665,************3816,14,False
Resort Hotel,0,0,2015,November,46,12,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,F,0,No Deposit,47,0,0,Transient,35.0,0,0,Check-Out,2015-11-13,Victoria Proctor,VProctor@yandex.com,223-829-4156,************2151,1,True
Resort Hotel,0,0,2016,March,10,1,0,3,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,2,No Deposit,47,0,0,Transient,30.0,0,0,Check-Out,2016-03-04,John Olson,JOlson66@mail.com,315-217-8127,************7484,3,True
Resort Hotel,0,0,2016,March,12,14,1,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,4,No Deposit,47,0,0,Transient,30.0,0,0,Check-Out,2016-03-17,Eric Wright,Eric_W87@yandex.com,442-875-9747,************9565,3,False
Resort Hotel,0,0,2016,April,15,4,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,D,0,No Deposit,47,0,0,Transient,42.0,0,0,Check-Out,2016-04-06,Kristina Boyd,Kristina_B93@yandex.com,468-805-0778,************7479,2,True
Resort Hotel,0,0,2016,April,18,27,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,C,0,No Deposit,47,0,0,Transient,42.0,0,0,Check-Out,2016-04-29,Jordan Berg Jr.,Jr._Jordan@yahoo.com,370-091-5501,************3349,2,True
Resort Hotel,0,0,2016,May,23,30,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,47,0,0,Transient,57.0,0,0,Check-Out,2016-06-01,Hannah Hughes,HHughes@comcast.net,209-214-5030,************5699,2,False
Resort Hotel,0,1,2016,October,44,25,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,47,0,0,Transient-Party,42.0,0,0,Check-Out,2016-10-26,Lisa Gonzales,Lisa_G@hotmail.com,582-210-8741,************5082,1,False
Resort Hotel,0,0,2017,January,2,10,0,3,1,0,0,BB,PRT,Corporate,Corporate,1,0,8,A,D,0,No Deposit,0,47,0,Transient,35.0,0,0,Check-Out,2017-01-13,Ana Clarke,Ana_Clarke73@mail.com,804-666-7187,************2882,3,True
Resort Hotel,0,0,2017,March,13,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,9,A,D,0,No Deposit,0,47,0,Transient,35.0,1,0,Check-Out,2017-03-30,Angela Thomas,Angela.T43@outlook.com,123-335-1505,************5482,1,True
Resort Hotel,0,0,2017,April,17,26,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,10,A,G,0,No Deposit,0,47,0,Transient,48.5,1,0,Check-Out,2017-04-27,Susan Bowman,Susan.Bowman@yandex.com,472-955-7961,************3877,1,True
Resort Hotel,0,1,2017,May,20,16,0,3,2,0,0,BB,PRT,Direct,Direct,1,0,1,A,C,0,No Deposit,0,0,0,Transient,90.25,0,2,Check-Out,2017-05-19,Christopher Graves,Christopher.Graves@mail.com,599-161-7757,************1242,3,True
Resort Hotel,1,207,2015,September,39,26,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,0,0,Transient,34.0,0,0,Canceled,2015-06-27,Stacy Barnett,Stacy.B@comcast.net,535-047-0461,************6860,2,False
Resort Hotel,1,207,2015,September,39,26,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,0,0,Transient,34.0,0,0,Canceled,2015-06-27,Melissa Eaton,Melissa_E@verizon.com,453-068-3544,************7001,2,False
Resort Hotel,1,207,2015,September,39,26,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,0,0,Transient,34.0,0,0,Canceled,2015-06-27,Joe Gonzalez,Joe.Gonzalez@xfinity.com,653-366-8037,************3471,2,False
Resort Hotel,1,207,2015,September,39,26,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,0,0,Transient,34.0,0,0,Canceled,2015-06-27,John Williams,John.Williams@att.com,229-234-4367,************2484,2,False
Resort Hotel,1,207,2015,September,39,26,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,0,0,Transient,34.0,0,0,Canceled,2015-06-27,Taylor Johnson,Johnson.Taylor@yandex.com,744-617-2813,************6834,2,False
Resort Hotel,1,207,2015,September,39,26,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,0,0,Transient,34.0,0,0,Canceled,2015-06-27,Dillon Edwards,DillonEdwards@gmail.com,585-801-2094,************8551,2,False
Resort Hotel,1,207,2015,September,39,26,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,0,0,Transient,34.0,0,0,Canceled,2015-06-27,Kaitlyn Smith,Kaitlyn_Smith@yandex.com,211-042-5464,************2094,2,False
Resort Hotel,1,207,2015,September,39,26,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,0,0,Transient,34.0,0,0,Canceled,2015-06-27,Brenda Henderson,Brenda_H65@yandex.com,923-864-4288,************1759,2,False
Resort Hotel,1,207,2015,September,39,26,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,0,0,Transient,34.0,0,0,Canceled,2015-06-27,Sherry Rowe,Rowe_Sherry@yahoo.com,857-561-2205,************9791,2,False
Resort Hotel,0,0,2015,November,48,24,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,E,E,0,No Deposit,0,0,0,Transient,44.0,1,0,Check-Out,2015-11-25,Jennifer Giles,Jennifer_Giles@yahoo.com,160-512-0306,************6854,1,False
Resort Hotel,0,4,2016,February,8,20,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,2,E,F,1,No Deposit,0,0,0,Transient,71.0,1,0,Check-Out,2016-02-21,Cassandra Kennedy,Cassandra.Kennedy@yandex.com,159-214-3681,************8723,1,True
Resort Hotel,1,134,2015,July,30,22,2,4,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,E,E,0,No Deposit,95,0,0,Transient,149.06,0,0,Canceled,2015-06-29,Mark Hall,Mark.Hall@yahoo.com,277-632-0802,************7566,6,False
Resort Hotel,0,6,2015,December,53,28,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,0,270,0,Transient,35.0,0,0,Check-Out,2015-12-29,Tiffany Hawkins,Hawkins.Tiffany19@yahoo.com,627-864-3157,************2202,1,False
Resort Hotel,0,1,2016,January,4,21,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,0,270,0,Transient,30.0,0,0,Check-Out,2016-01-22,Robert Perez,Robert_P@yahoo.com,151-169-0672,************3617,1,True
Resort Hotel,0,0,2016,February,9,24,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,0,270,0,Transient,30.0,0,0,Check-Out,2016-02-25,Kelly Bennett,Kelly.B25@zoho.com,957-822-2561,************8150,1,True
Resort Hotel,0,1,2016,May,20,11,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,1,No Deposit,0,270,0,Transient,42.0,0,0,Check-Out,2016-05-12,Christopher Gibson Jr.,Christopher.J@gmail.com,249-198-5465,************5878,1,False
Resort Hotel,0,0,2017,May,22,29,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,0,154,0,Transient,45.0,0,0,Check-Out,2017-05-30,Ricky Gonzalez,Ricky_G@comcast.net,277-773-0168,************5100,1,False
Resort Hotel,0,8,2015,October,41,7,1,4,1,0,0,SC,PRT,Complementary,Corporate,1,0,2,A,I,2,No Deposit,281,0,0,Contract,2.4,1,2,Check-Out,2015-10-12,John Hunt,JHunt@zoho.com,497-469-0888,************5760,5,True
Resort Hotel,0,20,2015,October,43,19,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,G,1,No Deposit,0,281,0,Transient,42.0,1,3,Check-Out,2015-10-21,Donna Sloan,DonnaSloan93@aol.com,639-337-7918,************2015,2,True
Resort Hotel,0,24,2015,October,44,26,9,21,1,0,0,SC,PRT,Complementary,Corporate,1,0,4,E,I,5,No Deposit,185,281,0,Transient-Party,0.0,0,2,Check-Out,2015-11-25,Hannah Flores,Hannah_Flores@yahoo.com,812-421-6648,************4998,30,True
Resort Hotel,1,22,2016,May,22,26,0,3,2,0,0,BB,PRT,Corporate,Corporate,1,1,5,A,A,0,No Deposit,0,281,0,Transient,59.0,0,1,Canceled,2016-05-11,Jessica Byrd,Jessica_Byrd@yahoo.com,211-195-6795,************4819,3,False
Resort Hotel,0,1,2016,November,46,9,0,1,1,0,0,BB,PRT,Complementary,Corporate,1,1,5,A,E,0,No Deposit,0,281,0,Transient,0.0,1,3,Check-Out,2016-11-10,Howard Murray,HMurray97@zoho.com,163-960-9788,************3172,1,True
Resort Hotel,0,26,2017,April,14,3,1,2,1,0,0,BB,PRT,Corporate,Corporate,1,1,6,E,F,1,No Deposit,0,281,0,Transient-Party,7.0,1,3,Check-Out,2017-04-06,Jill Ramos,Jill_R@hotmail.com,222-637-5757,************3476,3,True
Resort Hotel,0,2,2017,August,31,3,0,2,2,0,0,BB,PRT,Corporate,Corporate,1,1,7,D,D,0,No Deposit,0,281,0,Transient,0.0,1,2,Check-Out,2017-08-05,Joanna Clark,Clark_Joanna@yandex.com,975-708-4909,************7124,2,False
Resort Hotel,1,183,2015,July,28,6,2,5,1,0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,0,0,Transient-Party,79.2,0,2,Canceled,2015-06-30,Kevin Richards,Richards_Kevin@mail.com,949-557-7780,************4436,7,False
Resort Hotel,1,144,2015,July,27,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,0,0,Transient,123.0,0,1,Canceled,2015-06-30,David Cook,Cook_David21@hotmail.com,756-179-7847,************4757,2,False
Resort Hotel,0,8,2015,July,29,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,C,0,No Deposit,0,42,0,Transient,134.0,0,0,Check-Out,2015-07-15,Suzanne Williams,Williams.Suzanne@gmail.com,241-325-6339,************4072,1,True
Resort Hotel,0,4,2016,July,30,19,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,0,42,0,Transient,126.0,0,0,Check-Out,2016-07-20,Steve Mills,Steve.M@outlook.com,454-346-3084,************6021,1,False
Resort Hotel,0,4,2017,February,8,21,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,0,42,0,Transient,35.0,0,1,Check-Out,2017-02-22,Robert Cook,Cook.Robert@verizon.com,487-062-6392,************1671,1,True
Resort Hotel,0,6,2015,November,47,17,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,1,No Deposit,0,338,0,Transient,44.0,1,0,Check-Out,2015-11-18,Kevin Juarez,KevinJuarez@zoho.com,990-288-6676,************1628,1,False
